Date,City,Petrol_Price,Diesel_Price
2024-07-09,Delhi,94.72,87.62
2024-07-09,Kolkata,104.95,91.76
2024-07-09,Mumbai,103.44,89.97
2024-07-08,Chennai,100.75,92.34
2024-07-08,Delhi,94.72,87.62
2024-07-08,Kolkata,104.95,91.76
2024-07-08,Mumbai,103.44,89.97
2024-07-07,Chennai,100.75,92.34
2024-07-07,Delhi,94.72,87.62
2024-07-07,Kolkata,104.95,91.76
2024-07-07,Mumbai,103.44,89.97
2024-07-06,Chennai,100.75,92.34
2024-07-06,Delhi,94.72,87.62
2024-07-06,Kolkata,104.95,91.76
2024-07-06,Mumbai,103.44,89.97
2024-07-05,Chennai,100.75,92.34
2024-07-05,Delhi,94.72,87.62
2024-07-05,Kolkata,104.95,91.76
2024-07-05,Mumbai,103.44,89.97
2024-07-04,Chennai,100.75,92.34
2024-07-04,Delhi,94.72,87.62
2024-07-04,Kolkata,104.95,91.76
2024-07-04,Mumbai,103.44,89.97
2024-07-03,Chennai,100.75,92.34
2024-07-03,Delhi,94.72,87.62
2024-07-03,Kolkata,104.95,91.76
2024-07-03,Mumbai,103.44,89.97
2024-07-02,Chennai,100.75,92.34
2024-07-02,Delhi,94.72,87.62
2024-07-02,Kolkata,104.95,91.76
2024-07-02,Mumbai,103.44,89.97
2024-07-01,Chennai,100.75,92.34
2024-07-01,Delhi,94.72,87.62
2024-07-01,Kolkata,104.95,91.76
2024-07-01,Mumbai,103.44,89.97
2024-06-30,Chennai,100.75,92.34
2024-06-30,Delhi,94.72,87.62
2024-06-30,Kolkata,103.94,90.76
2024-06-30,Mumbai,103.44,89.97
2024-06-29,Chennai,100.75,92.34
2024-06-29,Delhi,94.72,87.62
2024-06-29,Kolkata,103.94,90.76
2024-06-29,Mumbai,103.44,89.97
2024-06-28,Chennai,100.75,92.34
2024-06-28,Delhi,94.72,87.62
2024-06-28,Kolkata,103.94,90.76
2024-06-28,Mumbai,104.21,92.15
2024-06-27,Chennai,100.75,92.34
2024-06-27,Delhi,94.72,87.62
2024-06-27,Kolkata,103.94,90.76
2024-06-27,Mumbai,104.21,92.15
2024-06-26,Chennai,100.75,92.34
2024-06-26,Delhi,94.72,87.62
2024-06-26,Kolkata,103.94,90.76
2024-06-26,Mumbai,104.21,92.15
2024-06-25,Chennai,100.75,92.34
2024-06-25,Delhi,94.72,87.62
2024-06-25,Kolkata,103.94,90.76
2024-06-25,Mumbai,104.21,92.15
2024-06-24,Chennai,100.75,92.34
2024-06-24,Delhi,94.72,87.62
2024-06-24,Kolkata,103.94,90.76
2024-06-24,Mumbai,104.21,92.15
2024-06-23,Chennai,100.75,92.34
2024-06-23,Delhi,94.72,87.62
2024-06-23,Kolkata,103.94,90.76
2024-06-23,Mumbai,104.21,92.15
2024-06-22,Chennai,100.75,92.34
2024-06-22,Delhi,94.72,87.62
2024-06-22,Kolkata,103.94,90.76
2024-06-22,Mumbai,104.21,92.15
2024-06-21,Chennai,100.75,92.34
2024-06-21,Delhi,94.72,87.62
2024-06-21,Kolkata,103.94,90.76
2024-06-21,Mumbai,104.21,92.15
2024-06-20,Chennai,100.75,92.34
2024-06-20,Delhi,94.72,87.62
2024-06-20,Kolkata,103.94,90.76
2024-06-20,Mumbai,104.21,92.15
2024-06-19,Chennai,100.75,92.34
2024-06-19,Delhi,94.72,87.62
2024-06-19,Kolkata,103.94,90.76
2024-06-19,Mumbai,104.21,92.15
2024-06-18,Chennai,100.75,92.34
2024-06-18,Delhi,94.72,87.62
2024-06-18,Kolkata,103.94,90.76
2024-06-18,Mumbai,104.21,92.15
2024-06-17,Chennai,100.75,92.34
2024-06-17,Delhi,94.72,87.62
2024-06-17,Kolkata,103.94,90.76
2024-06-17,Mumbai,104.21,92.15
2024-06-16,Chennai,100.75,92.34
2024-06-16,Delhi,94.72,87.62
2024-06-16,Kolkata,103.94,90.76
2024-06-16,Mumbai,104.21,92.15
2024-06-15,Chennai,100.75,92.34
2024-06-15,Delhi,94.72,87.62
2024-06-15,Kolkata,103.94,90.76
2024-06-15,Mumbai,104.21,92.15
2024-06-14,Chennai,100.75,92.34
2024-06-14,Delhi,94.72,87.62
2024-06-14,Kolkata,103.94,90.76
2024-06-14,Mumbai,104.21,92.15
2024-06-13,Chennai,100.75,92.34
2024-06-13,Delhi,94.72,87.62
2024-06-13,Kolkata,103.94,90.76
2024-06-13,Mumbai,104.21,92.15
2024-06-12,Chennai,100.75,92.34
2024-06-12,Delhi,94.72,87.62
2024-06-12,Kolkata,103.94,90.76
2024-06-12,Mumbai,104.21,92.15
2024-06-11,Chennai,100.75,92.34
2024-06-11,Delhi,94.72,87.62
2024-06-11,Kolkata,103.94,90.76
2024-06-11,Mumbai,104.21,92.15
2024-06-10,Chennai,100.75,92.34
2024-06-10,Delhi,94.72,87.62
2024-06-10,Kolkata,103.94,90.76
2024-06-10,Mumbai,104.21,92.15
2024-06-09,Chennai,100.75,92.34
2024-06-09,Delhi,94.72,87.62
2024-06-09,Kolkata,103.94,90.76
2024-06-09,Mumbai,104.21,92.15
2024-06-08,Chennai,100.75,92.34
2024-06-08,Delhi,94.72,87.62
2024-06-08,Kolkata,103.94,90.76
2024-06-08,Mumbai,104.21,92.15
2024-06-07,Chennai,100.75,92.34
2024-06-07,Delhi,94.72,87.62
2024-06-07,Kolkata,103.94,90.76
2024-06-07,Mumbai,104.21,92.15
2024-06-06,Chennai,100.75,92.34
2024-06-06,Delhi,94.72,87.62
2024-06-06,Kolkata,103.94,90.76
2024-06-06,Mumbai,104.21,92.15
2024-06-05,Chennai,100.75,92.34
2024-06-05,Delhi,94.72,87.62
2024-06-05,Kolkata,103.94,90.76
2024-06-05,Mumbai,104.21,92.15
2024-06-04,Chennai,100.75,92.34
2024-06-04,Delhi,94.72,87.62
2024-06-04,Kolkata,103.94,90.76
2024-06-04,Mumbai,104.21,92.15
2024-06-03,Chennai,100.75,92.34
2024-06-03,Delhi,94.72,87.62
2024-06-03,Kolkata,103.94,90.76
2024-06-03,Mumbai,104.21,92.15
2024-06-02,Chennai,100.75,92.34
2024-06-02,Delhi,94.72,87.62
2024-06-02,Kolkata,103.94,90.76
2024-06-02,Mumbai,104.21,92.15
2024-06-01,Chennai,100.75,92.34
2024-06-01,Delhi,94.72,87.62
2024-06-01,Kolkata,103.94,90.76
2024-06-01,Mumbai,104.21,92.15
2024-05-31,Chennai,100.75,92.34
2024-05-31,Delhi,94.72,87.62
2024-05-31,Kolkata,103.94,90.76
2024-05-31,Mumbai,104.21,92.15
2024-05-30,Chennai,100.75,92.34
2024-05-30,Delhi,94.72,87.62
2024-05-30,Kolkata,103.94,90.76
2024-05-30,Mumbai,104.21,92.15
2024-05-29,Chennai,100.75,92.34
2024-05-29,Delhi,94.72,87.62
2024-05-29,Kolkata,103.94,90.76
2024-05-29,Mumbai,104.21,92.15
2024-05-28,Chennai,100.75,92.34
2024-05-28,Delhi,94.72,87.62
2024-05-28,Kolkata,103.94,90.76
2024-05-28,Mumbai,104.21,92.15
2024-05-27,Chennai,100.75,92.34
2024-05-27,Delhi,94.72,87.62
2024-05-27,Kolkata,103.94,90.76
2024-05-27,Mumbai,104.21,92.15
2024-05-26,Chennai,100.75,92.34
2024-05-26,Delhi,94.72,87.62
2024-05-26,Kolkata,103.94,90.76
2024-05-26,Mumbai,104.21,92.15
2024-05-25,Chennai,100.75,92.34
2024-05-25,Delhi,94.72,87.62
2024-05-25,Kolkata,103.94,90.76
2024-05-25,Mumbai,104.21,92.15
2024-05-24,Chennai,100.75,92.34
2024-05-24,Delhi,94.72,87.62
2024-05-24,Kolkata,103.94,90.76
2024-05-24,Mumbai,104.21,92.15
2024-05-23,Chennai,100.75,92.34
2024-05-23,Delhi,94.72,87.62
2024-05-23,Kolkata,103.94,90.76
2024-05-23,Mumbai,104.21,92.15
2024-05-22,Chennai,100.75,92.34
2024-05-22,Delhi,94.72,87.62
2024-05-22,Kolkata,103.94,90.76
2024-05-22,Mumbai,104.21,92.15
2024-05-21,Chennai,100.75,92.34
2024-05-21,Delhi,94.72,87.62
2024-05-21,Kolkata,103.94,90.76
2024-05-21,Mumbai,104.21,92.15
2024-05-20,Chennai,100.75,92.34
2024-05-20,Delhi,94.72,87.62
2024-05-20,Kolkata,103.94,90.76
2024-05-20,Mumbai,104.21,92.15
2024-05-19,Chennai,100.75,92.34
2024-05-19,Delhi,94.72,87.62
2024-05-19,Kolkata,103.94,90.76
2024-05-19,Mumbai,104.21,92.15
2024-05-18,Chennai,100.75,92.34
2024-05-18,Delhi,94.72,87.62
2024-05-18,Kolkata,103.94,90.76
2024-05-18,Mumbai,104.21,92.15
2024-05-17,Chennai,100.75,92.34
2024-05-17,Delhi,94.72,87.62
2024-05-17,Kolkata,103.94,90.76
2024-05-17,Mumbai,104.21,92.15
2024-05-16,Chennai,100.75,92.34
2024-05-16,Delhi,94.72,87.62
2024-05-16,Kolkata,103.94,90.76
2024-05-16,Mumbai,104.21,92.15
2024-05-15,Chennai,100.75,92.34
2024-05-15,Delhi,94.72,87.62
2024-05-15,Kolkata,103.94,90.76
2024-05-15,Mumbai,104.21,92.15
2024-05-14,Chennai,100.75,92.34
2024-05-14,Delhi,94.72,87.62
2024-05-14,Kolkata,103.94,90.76
2024-05-14,Mumbai,104.21,92.15
2024-05-13,Chennai,100.75,92.34
2024-05-13,Delhi,94.72,87.62
2024-05-13,Kolkata,103.94,90.76
2024-05-13,Mumbai,104.21,92.15
2024-05-12,Chennai,100.75,92.34
2024-05-12,Delhi,94.72,87.62
2024-05-12,Kolkata,103.94,90.76
2024-05-12,Mumbai,104.21,92.15
2024-05-11,Chennai,100.75,92.34
2024-05-11,Delhi,94.72,87.62
2024-05-11,Kolkata,103.94,90.76
2024-05-11,Mumbai,104.21,92.15
2024-05-10,Chennai,100.75,92.34
2024-05-10,Delhi,94.72,87.62
2024-05-10,Kolkata,103.94,90.76
2024-05-10,Mumbai,104.21,92.15
2024-05-09,Chennai,100.75,92.34
2024-05-09,Delhi,94.72,87.62
2024-05-09,Kolkata,103.94,90.76
2024-05-09,Mumbai,104.21,92.15
2024-05-08,Chennai,100.75,92.34
2024-05-08,Delhi,94.72,87.62
2024-05-08,Kolkata,103.94,90.76
2024-05-08,Mumbai,104.21,92.15
2024-05-07,Chennai,100.75,92.34
2024-05-07,Delhi,94.72,87.62
2024-05-07,Kolkata,103.94,90.76
2024-05-07,Mumbai,104.21,92.15
2024-05-06,Chennai,100.75,92.34
2024-05-06,Delhi,94.72,87.62
2024-05-06,Kolkata,103.94,90.76
2024-05-06,Mumbai,104.21,92.15
2024-05-05,Chennai,100.75,92.34
2024-05-05,Delhi,94.72,87.62
2024-05-05,Kolkata,103.94,90.76
2024-05-05,Mumbai,104.21,92.15
2024-05-04,Chennai,100.75,92.34
2024-05-04,Delhi,94.72,87.62
2024-05-04,Kolkata,103.94,90.76
2024-05-04,Mumbai,104.21,92.15
2024-05-03,Chennai,100.75,92.34
2024-05-03,Delhi,94.72,87.62
2024-05-03,Kolkata,103.94,90.76
2024-05-03,Mumbai,104.21,92.15
2024-05-02,Chennai,100.75,92.34
2024-05-02,Delhi,94.72,87.62
2024-05-02,Kolkata,103.94,90.76
2024-05-02,Mumbai,104.21,92.15
2024-05-01,Chennai,100.75,92.34
2024-05-01,Delhi,94.72,87.62
2024-05-01,Kolkata,103.94,90.76
2024-05-01,Mumbai,104.21,92.15
2024-04-30,Chennai,100.75,92.34
2024-04-30,Delhi,94.72,87.62
2024-04-30,Kolkata,103.94,90.76
2024-04-30,Mumbai,104.21,92.15
2024-04-29,Chennai,100.75,92.34
2024-04-29,Delhi,94.72,87.62
2024-04-29,Kolkata,103.94,90.76
2024-04-29,Mumbai,104.21,92.15
2024-04-28,Chennai,100.75,92.34
2024-04-28,Delhi,94.72,87.62
2024-04-28,Kolkata,103.94,90.76
2024-04-28,Mumbai,104.21,92.15
2024-04-27,Chennai,100.75,92.34
2024-04-27,Delhi,94.72,87.62
2024-04-27,Kolkata,103.94,90.76
2024-04-27,Mumbai,104.21,92.15
2024-04-26,Chennai,100.75,92.34
2024-04-26,Delhi,94.72,87.62
2024-04-26,Kolkata,103.94,90.76
2024-04-26,Mumbai,104.21,92.15
2024-04-25,Chennai,100.75,92.34
2024-04-25,Delhi,94.72,87.62
2024-04-25,Kolkata,103.94,90.76
2024-04-25,Mumbai,104.21,92.15
2024-04-24,Chennai,100.75,92.34
2024-04-24,Delhi,94.72,87.62
2024-04-24,Kolkata,103.94,90.76
2024-04-24,Mumbai,104.21,92.15
2024-04-23,Chennai,100.75,92.34
2024-04-23,Delhi,94.72,87.62
2024-04-23,Kolkata,103.94,90.76
2024-04-23,Mumbai,104.21,92.15
2024-04-22,Chennai,100.75,92.34
2024-04-22,Delhi,94.72,87.62
2024-04-22,Kolkata,103.94,90.76
2024-04-22,Mumbai,104.21,92.15
2024-04-21,Chennai,100.75,92.34
2024-04-21,Delhi,94.72,87.62
2024-04-21,Kolkata,103.94,90.76
2024-04-21,Mumbai,104.21,92.15
2024-04-20,Chennai,100.75,92.34
2024-04-20,Delhi,94.72,87.62
2024-04-20,Kolkata,103.94,90.76
2024-04-20,Mumbai,104.21,92.15
2024-04-19,Chennai,100.75,92.34
2024-04-19,Delhi,94.72,87.62
2024-04-19,Kolkata,103.94,90.76
2024-04-19,Mumbai,104.21,92.15
2024-04-18,Chennai,100.75,92.34
2024-04-18,Delhi,94.72,87.62
2024-04-18,Kolkata,103.94,90.76
2024-04-18,Mumbai,104.21,92.15
2024-04-17,Chennai,100.75,92.34
2024-04-17,Delhi,94.72,87.62
2024-04-17,Kolkata,103.94,90.76
2024-04-17,Mumbai,104.21,92.15
2024-04-16,Chennai,100.75,92.34
2024-04-16,Delhi,94.72,87.62
2024-04-16,Kolkata,103.94,90.76
2024-04-16,Mumbai,104.21,92.15
2024-04-15,Chennai,100.75,92.34
2024-04-15,Delhi,94.72,87.62
2024-04-15,Kolkata,103.94,90.76
2024-04-15,Mumbai,104.21,92.15
2024-04-14,Chennai,100.75,92.34
2024-04-14,Delhi,94.72,87.62
2024-04-14,Kolkata,103.94,90.76
2024-04-14,Mumbai,104.21,92.15
2024-04-12,Chennai,100.75,92.34
2024-04-12,Delhi,94.72,87.62
2024-04-12,Kolkata,103.94,90.76
2024-04-12,Mumbai,104.21,92.15
2024-04-11,Chennai,100.75,92.34
2024-04-11,Delhi,94.72,87.62
2024-04-11,Kolkata,103.94,90.76
2024-04-11,Mumbai,104.21,92.15
2024-04-10,Chennai,100.75,92.34
2024-04-10,Delhi,94.72,87.62
2024-04-10,Kolkata,103.94,90.76
2024-04-10,Mumbai,104.21,92.15
2024-04-09,Chennai,100.75,92.34
2024-04-09,Delhi,94.72,87.62
2024-04-09,Kolkata,103.94,90.76
2024-04-09,Mumbai,104.21,92.15
2024-04-08,Chennai,100.75,92.34
2024-04-08,Delhi,94.72,87.62
2024-04-08,Kolkata,103.94,90.76
2024-04-08,Mumbai,104.21,92.15
2024-04-07,Chennai,100.75,92.34
2024-04-07,Delhi,94.72,87.62
2024-04-07,Kolkata,103.94,90.76
2024-04-07,Mumbai,104.21,92.15
2024-04-06,Chennai,100.75,92.34
2024-04-06,Delhi,94.72,87.62
2024-04-06,Kolkata,103.94,90.76
2024-04-06,Mumbai,104.21,92.15
2024-04-05,Chennai,100.75,92.34
2024-04-05,Delhi,94.72,87.62
2024-04-05,Kolkata,103.94,90.76
2024-04-05,Mumbai,104.21,92.15
2024-04-04,Chennai,100.75,92.34
2024-04-04,Delhi,94.72,87.62
2024-04-04,Kolkata,103.94,90.76
2024-04-04,Mumbai,104.21,92.15
2024-04-03,Chennai,100.75,92.34
2024-04-03,Delhi,94.72,87.62
2024-04-03,Kolkata,103.94,90.76
2024-04-03,Mumbai,104.21,92.15
2024-04-02,Chennai,100.75,92.34
2024-04-02,Delhi,94.72,87.62
2024-04-02,Kolkata,103.94,90.76
2024-04-02,Mumbai,104.21,92.15
2024-04-01,Chennai,100.75,92.34
2024-04-01,Delhi,94.72,87.62
2024-04-01,Kolkata,103.94,90.76
2024-04-01,Mumbai,104.21,92.15
2024-03-31,Chennai,100.75,92.34
2024-03-31,Delhi,94.72,87.62
2024-03-31,Kolkata,103.94,90.76
2024-03-31,Mumbai,104.21,92.15
2024-03-30,Chennai,100.75,92.34
2024-03-30,Delhi,94.72,87.62
2024-03-30,Kolkata,103.94,90.76
2024-03-30,Mumbai,104.21,92.15
2024-03-29,Chennai,100.75,92.34
2024-03-29,Delhi,94.72,87.62
2024-03-29,Kolkata,103.94,90.76
2024-03-29,Mumbai,104.21,92.15
2024-03-28,Chennai,100.75,92.34
2024-03-28,Delhi,94.72,87.62
2024-03-28,Kolkata,103.94,90.76
2024-03-28,Mumbai,104.21,92.15
2024-03-27,Chennai,100.75,92.34
2024-03-27,Delhi,94.72,87.62
2024-03-27,Kolkata,103.94,90.76
2024-03-27,Mumbai,104.21,92.15
2024-03-26,Chennai,100.75,92.34
2024-03-26,Delhi,94.72,87.62
2024-03-26,Kolkata,103.94,90.76
2024-03-26,Mumbai,104.21,92.15
2024-03-25,Chennai,100.75,92.34
2024-03-25,Delhi,94.72,87.62
2024-03-25,Kolkata,103.94,90.76
2024-03-25,Mumbai,104.21,92.15
2024-03-24,Chennai,100.75,92.34
2024-03-24,Delhi,94.72,87.62
2024-03-24,Kolkata,103.94,90.76
2024-03-24,Mumbai,104.21,92.15
2024-03-23,Chennai,100.75,92.34
2024-03-23,Delhi,94.72,87.62
2024-03-23,Kolkata,103.94,90.76
2024-03-23,Mumbai,104.21,92.15
2024-03-22,Chennai,100.75,92.34
2024-03-22,Delhi,94.72,87.62
2024-03-22,Kolkata,103.94,90.76
2024-03-22,Mumbai,104.21,92.15
2024-03-21,Chennai,100.75,92.34
2024-03-21,Delhi,94.72,87.62
2024-03-21,Kolkata,103.94,90.76
2024-03-21,Mumbai,104.21,92.15
2024-03-20,Chennai,100.75,92.34
2024-03-20,Delhi,94.72,87.62
2024-03-20,Kolkata,103.94,90.76
2024-03-20,Mumbai,104.21,92.15
2024-03-19,Chennai,100.75,92.34
2024-03-19,Delhi,94.72,87.62
2024-03-19,Kolkata,103.94,90.76
2024-03-19,Mumbai,104.21,92.15
2024-03-18,Chennai,100.75,92.34
2024-03-18,Delhi,94.72,87.62
2024-03-18,Kolkata,103.94,90.76
2024-03-18,Mumbai,104.21,92.15
2024-03-17,Chennai,100.75,92.34
2024-03-17,Delhi,94.72,87.62
2024-03-17,Kolkata,103.94,90.76
2024-03-17,Mumbai,104.21,92.15
2024-03-16,Chennai,100.75,92.34
2024-03-16,Delhi,94.72,87.62
2024-03-16,Kolkata,103.94,90.76
2024-03-16,Mumbai,104.21,92.15
2024-03-15,Chennai,100.75,92.34
2024-03-15,Delhi,94.72,87.62
2024-03-15,Kolkata,103.94,90.76
2024-03-15,Mumbai,104.21,92.15
2024-03-14,Chennai,102.63,94.24
2024-03-14,Delhi,96.72,89.62
2024-03-14,Kolkata,106.03,92.76
2024-03-14,Mumbai,106.31,94.27
2024-03-13,Chennai,102.63,94.24
2024-03-13,Delhi,96.72,89.62
2024-03-13,Kolkata,106.03,92.76
2024-03-13,Mumbai,106.31,94.27
2024-03-12,Chennai,102.63,94.24
2024-03-12,Delhi,96.72,89.62
2024-03-12,Kolkata,106.03,92.76
2024-03-12,Mumbai,106.31,94.27
2024-03-11,Chennai,102.63,94.24
2024-03-11,Delhi,96.72,89.62
2024-03-11,Kolkata,106.03,92.76
2024-03-11,Mumbai,106.31,94.27
2024-03-10,Chennai,102.63,94.24
2024-03-10,Delhi,96.72,89.62
2024-03-10,Kolkata,106.03,92.76
2024-03-10,Mumbai,106.31,94.27
2024-03-09,Chennai,102.63,94.24
2024-03-09,Delhi,96.72,89.62
2024-03-09,Kolkata,106.03,92.76
2024-03-09,Mumbai,106.31,94.27
2024-03-08,Chennai,102.63,94.24
2024-03-08,Delhi,96.72,89.62
2024-03-08,Kolkata,106.03,92.76
2024-03-08,Mumbai,106.31,94.27
2024-03-07,Chennai,102.63,94.24
2024-03-07,Delhi,96.72,89.62
2024-03-07,Kolkata,106.03,92.76
2024-03-07,Mumbai,106.31,94.27
2024-03-06,Chennai,102.63,94.24
2024-03-06,Delhi,96.72,89.62
2024-03-06,Kolkata,106.03,92.76
2024-03-06,Mumbai,106.31,94.27
2024-03-05,Chennai,102.63,94.24
2024-03-05,Delhi,96.72,89.62
2024-03-05,Kolkata,106.03,92.76
2024-03-05,Mumbai,106.31,94.27
2024-03-04,Chennai,102.63,94.24
2024-03-04,Delhi,96.72,89.62
2024-03-04,Kolkata,106.03,92.76
2024-03-04,Mumbai,106.31,94.27
2024-03-03,Chennai,102.63,94.24
2024-03-03,Delhi,96.72,89.62
2024-03-03,Kolkata,106.03,92.76
2024-03-03,Mumbai,106.31,94.27
2024-03-02,Chennai,102.63,94.24
2024-03-02,Delhi,96.72,89.62
2024-03-02,Kolkata,106.03,92.76
2024-03-02,Mumbai,106.31,94.27
2024-03-01,Chennai,102.63,94.24
2024-03-01,Delhi,96.72,89.62
2024-03-01,Kolkata,106.03,92.76
2024-03-01,Mumbai,106.31,94.27
2024-02-29,Chennai,102.63,94.24
2024-02-29,Delhi,96.72,89.62
2024-02-29,Kolkata,106.03,92.76
2024-02-29,Mumbai,106.31,94.27
2024-02-28,Chennai,102.63,94.24
2024-02-28,Delhi,96.72,89.62
2024-02-28,Kolkata,106.03,92.76
2024-02-28,Mumbai,106.31,94.27
2024-02-27,Chennai,102.63,94.24
2024-02-27,Delhi,96.72,89.62
2024-02-27,Kolkata,106.03,92.76
2024-02-27,Mumbai,106.31,94.27
2024-02-26,Chennai,102.63,94.24
2024-02-26,Delhi,96.72,89.62
2024-02-26,Kolkata,106.03,92.76
2024-02-26,Mumbai,106.31,94.27
2024-02-25,Chennai,102.63,94.24
2024-02-25,Delhi,96.72,89.62
2024-02-25,Kolkata,106.03,92.76
2024-02-25,Mumbai,106.31,94.27
2024-02-24,Chennai,102.63,94.24
2024-02-24,Delhi,96.72,89.62
2024-02-24,Kolkata,106.03,92.76
2024-02-24,Mumbai,106.31,94.27
2024-02-23,Chennai,102.63,94.24
2024-02-23,Delhi,96.72,89.62
2024-02-23,Kolkata,106.03,92.76
2024-02-23,Mumbai,106.31,94.27
2024-02-22,Chennai,102.63,94.24
2024-02-22,Delhi,96.72,89.62
2024-02-22,Kolkata,106.03,92.76
2024-02-22,Mumbai,106.31,94.27
2024-02-21,Chennai,102.63,94.24
2024-02-21,Delhi,96.72,89.62
2024-02-21,Kolkata,106.03,92.76
2024-02-21,Mumbai,106.31,94.27
2024-02-20,Chennai,102.63,94.24
2024-02-20,Delhi,96.72,89.62
2024-02-20,Kolkata,106.03,92.76
2024-02-20,Mumbai,106.31,94.27
2024-02-19,Chennai,102.63,94.24
2024-02-19,Delhi,96.72,89.62
2024-02-19,Kolkata,106.03,92.76
2024-02-19,Mumbai,106.31,94.27
2024-02-18,Chennai,102.63,94.24
2024-02-18,Delhi,96.72,89.62
2024-02-18,Kolkata,106.03,92.76
2024-02-18,Mumbai,106.31,94.27
2024-02-17,Chennai,102.63,94.24
2024-02-17,Delhi,96.72,89.62
2024-02-17,Kolkata,106.03,92.76
2024-02-17,Mumbai,106.31,94.27
2024-02-16,Chennai,102.63,94.24
2024-02-16,Delhi,96.72,89.62
2024-02-16,Kolkata,106.03,92.76
2024-02-16,Mumbai,106.31,94.27
2024-02-15,Chennai,102.63,94.24
2024-02-15,Delhi,96.72,89.62
2024-02-15,Kolkata,106.03,92.76
2024-02-15,Mumbai,106.31,94.27
2024-02-14,Chennai,102.63,94.24
2024-02-14,Delhi,96.72,89.62
2024-02-14,Kolkata,106.03,92.76
2024-02-14,Mumbai,106.31,94.27
2024-02-13,Chennai,102.63,94.24
2024-02-13,Delhi,96.72,89.62
2024-02-13,Kolkata,106.03,92.76
2024-02-13,Mumbai,106.31,94.27
2024-02-12,Chennai,102.63,94.24
2024-02-12,Delhi,96.72,89.62
2024-02-12,Kolkata,106.03,92.76
2024-02-12,Mumbai,106.31,94.27
2024-02-11,Chennai,102.63,94.24
2024-02-11,Delhi,96.72,89.62
2024-02-11,Kolkata,106.03,92.76
2024-02-11,Mumbai,106.31,94.27
2024-02-10,Chennai,102.63,94.24
2024-02-10,Delhi,96.72,89.62
2024-02-10,Kolkata,106.03,92.76
2024-02-10,Mumbai,106.31,94.27
2024-02-09,Chennai,102.63,94.24
2024-02-09,Delhi,96.72,89.62
2024-02-09,Kolkata,106.03,92.76
2024-02-09,Mumbai,106.31,94.27
2024-02-08,Chennai,102.63,94.24
2024-02-08,Delhi,96.72,89.62
2024-02-08,Kolkata,106.03,92.76
2024-02-08,Mumbai,106.31,94.27
2024-02-07,Chennai,102.63,94.24
2024-02-07,Delhi,96.72,89.62
2024-02-07,Kolkata,106.03,92.76
2024-02-07,Mumbai,106.31,94.27
2024-02-06,Chennai,102.63,94.24
2024-02-06,Delhi,96.72,89.62
2024-02-06,Kolkata,106.03,92.76
2024-02-06,Mumbai,106.31,94.27
2024-02-05,Chennai,102.63,94.24
2024-02-05,Delhi,96.72,89.62
2024-02-05,Kolkata,106.03,92.76
2024-02-05,Mumbai,106.31,94.27
2024-02-04,Chennai,102.63,94.24
2024-02-04,Delhi,96.72,89.62
2024-02-04,Kolkata,106.03,92.76
2024-02-04,Mumbai,106.31,94.27
2024-02-03,Chennai,102.63,94.24
2024-02-03,Delhi,96.72,89.62
2024-02-03,Kolkata,106.03,92.76
2024-02-03,Mumbai,106.31,94.27
2024-02-02,Chennai,102.63,94.24
2024-02-02,Delhi,96.72,89.62
2024-02-02,Kolkata,106.03,92.76
2024-02-02,Mumbai,106.31,94.27
2024-02-01,Chennai,102.63,94.24
2024-02-01,Delhi,96.72,89.62
2024-02-01,Kolkata,106.03,92.76
2024-02-01,Mumbai,106.31,94.27
2024-01-31,Chennai,102.63,94.24
2024-01-31,Delhi,96.72,89.62
2024-01-31,Kolkata,106.03,92.76
2024-01-31,Mumbai,106.31,94.27
2024-01-30,Chennai,102.63,94.24
2024-01-30,Delhi,96.72,89.62
2024-01-30,Kolkata,106.03,92.76
2024-01-30,Mumbai,106.31,94.27
2024-01-29,Chennai,102.63,94.24
2024-01-29,Delhi,96.72,89.62
2024-01-29,Kolkata,106.03,92.76
2024-01-29,Mumbai,106.31,94.27
2024-01-28,Chennai,102.63,94.24
2024-01-28,Delhi,96.72,89.62
2024-01-28,Kolkata,106.03,92.76
2024-01-28,Mumbai,106.31,94.27
2024-01-27,Chennai,102.63,94.24
2024-01-27,Delhi,96.72,89.62
2024-01-27,Kolkata,106.03,92.76
2024-01-27,Mumbai,106.31,94.27
2024-01-26,Chennai,102.63,94.24
2024-01-26,Delhi,96.72,89.62
2024-01-26,Kolkata,106.03,92.76
2024-01-26,Mumbai,106.31,94.27
2024-01-25,Chennai,102.63,94.24
2024-01-25,Delhi,96.72,89.62
2024-01-25,Kolkata,106.03,92.76
2024-01-25,Mumbai,106.31,94.27
2024-01-24,Chennai,102.63,94.24
2024-01-24,Delhi,96.72,89.62
2024-01-24,Kolkata,106.03,92.76
2024-01-24,Mumbai,106.31,94.27
2024-01-23,Chennai,102.63,94.24
2024-01-23,Delhi,96.72,89.62
2024-01-23,Kolkata,106.03,92.76
2024-01-23,Mumbai,106.31,94.27
2024-01-22,Chennai,102.63,94.24
2024-01-22,Delhi,96.72,89.62
2024-01-22,Kolkata,106.03,92.76
2024-01-22,Mumbai,106.31,94.27
2024-01-21,Chennai,102.63,94.24
2024-01-21,Delhi,96.72,89.62
2024-01-21,Kolkata,106.03,92.76
2024-01-21,Mumbai,106.31,94.27
2024-01-20,Chennai,102.63,94.24
2024-01-20,Delhi,96.72,89.62
